The intermediate results:
Round 1: 64453,6,10,0
Round 2: 128895,10,27,4
Round 3: 193333,9,54,2
Round 4: 257772,5,78,2
Round 5: 322308,1,2,2

The clustering results:
0,2
1,6
2,5
3,8
4,1
5,1
6,7
7,3
8,1
9,1
10,2
11,1
12,2
13,3
14,8
15,5
16,2
17,1
18,0
19,8
20,9
21,9
22,8
23,1
24,2
25,7
26,9
27,3
28,6
29,0
30,5
31,0
32,3
33,3
34,6
35,8
36,0
37,6
38,1
39,5
40,5
41,5
42,7
43,9
44,5
45,1
46,8
47,1
48,7
49,7
50,3
51,0
52,8
53,2
54,3
55,4
56,0
57,1
58,3
59,1
60,3
61,8
62,0
63,8
64,5
65,4
66,8
67,6
68,6
69,1
70,9
71,4
72,6
73,3
74,4
75,1
76,1
77,1
78,3
79,3
80,9
81,3
82,6
83,5
84,8
85,3
86,0
87,8
88,9
89,4
90,1
91,2
92,9
93,7
94,9
95,9
96,0
97,9
98,5
99,5
100,1
101,0
102,8
103,3
104,3
105,8
106,8
107,1
108,6
109,3
110,6
111,5
112,6
113,7
114,3
115,3
116,0
117,6
118,8
119,2
120,4
121,1
122,6
123,0
124,7
125,6
126,0
127,6
128,1
129,8
130,5
131,3
132,1
133,8
134,1
135,7
136,3
137,3
138,3
139,7
140,5
141,8
142,5
143,7
144,6
145,0
146,6
147,2
148,3
149,8
150,9
151,1
152,3
153,3
154,3
155,3
156,5
157,6
158,5
159,3
160,9
161,4
162,4
163,4
164,3
165,6
166,0
167,9
168,1
169,1
170,0
171,7
172,5
173,1
174,0
175,7
176,6
177,0
178,2
179,9
180,2
181,7
182,9
183,7
184,5
185,4
186,3
187,6
188,7
189,8
190,5
191,2
192,3
193,6
194,5
195,5
196,9
197,7
198,1
199,2
200,0
201,0
202,0
203,0
204,4
205,1
206,2
207,7
208,1
209,8
210,4
211,7
212,9
213,2
214,2
215,6
216,2
217,1
218,3
219,5
220,0
221,0
222,2
223,2
224,0
225,0
226,6
227,9
228,7
229,0
230,2
231,6
232,2
233,3
234,1
235,1
236,3
237,8
238,8
239,6
240,3
241,9
242,2
243,8
244,1
245,6
246,8
247,8
248,1
249,1
250,9
251,1
252,6
253,3
254,5
255,6
256,0
257,1
258,6
259,5
260,3
261,4
262,8
263,3
264,7
265,4
266,0
267,8
268,1
269,1
270,7
271,1
272,9
273,4
274,7
275,9
276,1
277,3
278,5
279,6
280,5
281,5
282,7
283,8
284,6
285,9
286,3
287,1
288,0
289,1
290,7
291,9
292,8
293,4
294,0
295,7
296,8
297,0
298,8
299,6
300,8
301,4
302,5
303,5
304,4
305,6
306,5
307,9
308,7
309,7
310,8
311,3
312,9
313,1
314,1
315,6
316,5
317,8
318,0
319,9
320,5
321,2
322,4
323,0
324,0
325,7
326,6
327,4
328,3
329,9
330,9
331,8
332,5
333,3
334,7
335,5
336,8
337,6
338,0
339,7
340,0
341,4
342,0
343,4
344,4
345,6
346,1
347,8
348,8
349,7
350,8
351,3
352,8
353,7
354,0
355,4
356,6
357,8
358,4
359,4
360,1
361,7
362,5
363,1
364,7
365,1
366,7
367,6
368,3
369,1
370,4
371,8
372,0
373,3
374,1
375,6
376,9
377,4
378,2
379,1
380,9
381,8
382,7
383,6
384,5
385,6
386,4
387,0
388,3
389,1
390,3
391,1
392,5
393,7
394,0
395,3
396,0
397,5
398,7
399,7
400,3
401,1
402,5
403,7
404,8
405,4
406,1
407,9
408,6
409,3
410,0
411,5
412,1
413,1
414,9
415,0
416,3
417,4
418,0
419,4
420,3
421,6
422,1
423,2
424,6
425,1
426,1
427,2
428,2
429,7
430,5
431,2
432,8
433,5
434,8
435,5
436,2
437,5
438,8
439,4
440,6
441,0
442,1
443,0
444,2
445,7
446,4
447,6
448,2
449,8
450,0
451,9
452,9
453,3
454,5
455,6
456,8
457,8
458,6
459,9
460,6
461,7
462,5
463,2
464,3
465,5
466,2
467,7
468,4
469,7
470,9
471,8
472,2
473,1
474,8
475,7
476,1
477,5
478,5
479,3
480,3
481,3
482,6
483,8
484,8
485,5
486,3
487,9
488,8
489,6
490,9
491,5
492,3
493,9
494,1
495,7
496,8
497,6
498,5
499,2
500,0
501,3
502,7
503,3
504,0
505,2
506,4
507,6
508,6
509,1
510,0
511,8
512,5
513,3
514,8
515,1
516,6
517,4
518,6
519,4
520,0
521,3
522,7
523,2
524,1
525,1
526,4
527,3
528,7
529,8
530,6
531,1
532,4
533,1
534,5
535,4
536,7
537,3
538,8
539,5
540,6
541,6
542,0
543,1
544,8
545,3
546,3
547,5
548,6
549,6
550,1
551,1
552,8
553,3
554,1
555,6
556,2
557,1
558,9
559,6
560,1
561,5
562,1
563,5
564,9
565,6
566,7
567,2
568,1
569,5
570,7
571,8
572,3
573,6
574,8
575,7
576,1
577,1
578,0
579,9
580,1
581,1
582,6
583,2
584,3
585,4
586,7
587,4
588,5
589,0
590,8
591,9
592,6
593,5
594,7
595,6
596,7
597,5
598,8
599,9
600,6
601,6
602,7
603,4
604,9
605,3
606,8
607,1
608,8
609,3
610,2
611,0
612,8
613,9
614,9
615,0
616,8
617,5
618,5
619,3
620,8
621,9
622,7
623,6
624,2
625,7
626,7
627,5
628,4
629,0
630,5
631,7
632,8
633,0
634,8
635,5
636,7
637,0
638,6
639,4
640,6
641,8
642,6
643,1
644,9
645,1
646,1
647,1
648,3
649,1
650,8
651,0
652,9
653,1
654,0
655,1
656,6
657,7
658,0
659,2
660,0
661,9
662,6
663,2
664,3
665,0
666,1
667,1
668,5
669,1
670,8
671,7
672,9
673,4
674,2
675,5
676,7
677,3
678,1
679,9
680,2
681,3
682,2
683,4
684,3
685,9
686,3
687,4
688,8
689,8
690,3
691,4
692,4
693,5
694,7
695,3
696,3
697,5
698,4
699,4
700,2
701,0
702,5
703,6
704,7
705,0
706,4
707,3
708,7
709,9
710,8
711,6
712,3
713,5
714,6
715,5
716,6
717,6
718,0
719,2
720,3
721,3
722,6
723,5
724,1
725,0
726,8
727,6
728,0
729,6
730,5
731,9
732,3
733,5
734,0
735,7
736,0
737,2
738,1
739,8
740,8
741,6
742,9
743,0
744,6
745,2
746,5
747,7
748,5
749,0
750,4
751,9
752,5
753,0
754,8
755,2
756,6
757,5
758,5
759,8
760,7
761,8
762,5
763,6
764,1
765,8
766,0
767,4
768,0
769,7
770,3
771,8
772,0
773,5
774,6
775,4
776,4
777,0
778,8
779,2
780,6
781,3
782,7
783,1
784,9
785,6
786,6
787,6
788,7
789,1
790,5
791,9
792,0
793,7
794,6
795,6
796,1
797,0
798,0
799,4
800,7
801,8
802,5
803,6
804,2
805,1
806,5
807,8
808,3
809,9
810,8
811,3
812,3
813,9
814,3
815,6
816,1
817,2
818,6
819,2
820,0
821,1
822,2
823,7
824,5
825,7
826,9
827,2
828,3
829,5
830,5
831,9
832,4
833,8
834,3
835,1
836,1
837,7
838,2
839,5
840,7
841,1
842,8
843,4
844,2
845,4
846,6
847,7
848,0
849,6
850,2
851,0
852,0
853,0
854,6
855,3
856,7
857,1
858,5
859,4
860,3
861,6
862,8
863,8
864,0
865,3
866,4
867,2
868,1
869,3
870,9
871,2
872,5
873,3
874,8
875,4
876,6
877,8
878,6
879,9
880,6
881,2
882,0
883,1
884,4
885,2
886,0
887,8
888,8
889,7
890,6
891,9
892,4
893,8
894,1
895,0
896,5
897,9
898,6
899,6
900,4
901,5
902,2
903,6
904,0
905,1
906,9
907,9
908,3
909,8
910,5
911,1
912,4
913,0
914,7
915,8
916,6
917,6
918,6
919,3
920,1
921,8
922,9
923,9
924,6
925,5
926,1
927,9
928,9
929,3
930,2
931,2
932,7
933,8
934,8
935,5
936,9
937,8
938,8
939,9
940,8
941,8
942,9
943,6
944,8
945,9
946,8
947,3
948,2
949,0
950,1
951,3
952,3
953,1
954,9
955,0
956,7
957,7
958,1
959,2
960,9
961,0
962,8
963,2
964,7
965,5
966,5
967,4
968,2
969,8
970,0
971,5
972,7
973,5
974,9
975,3
976,0
977,6
978,5
979,2
980,3
981,6
982,5
983,6
984,5
985,6
986,2
987,6
988,6
989,1
990,5
991,3
992,0
993,5
994,0
995,5
996,6
997,7
998,6
999,8
1000,6
1001,3
1002,2
1003,7
1004,6
1005,4
1006,9
1007,8
1008,0
1009,7
1010,0
1011,8
1012,4
1013,6
1014,3
1015,1
1016,2
1017,2
1018,0
1019,7
1020,2
1021,9
1022,6
1023,5
1024,0
1025,7
1026,7
1027,6
1028,1
1029,1
1030,0
1031,4
1032,1
1033,1
1034,9
1035,0
1036,6
1037,9
1038,5
1039,2
1040,6
1041,8
1042,9
1043,4
1044,9
1045,0
1046,8
1047,5
1048,0
1049,9
1050,9
1051,3
1052,9
1053,2
1054,1
1055,5
1056,7
1057,5
1058,6
1059,0
1060,7
1061,0
1062,4
1063,7
1064,3
1065,5
1066,2
1067,7
1068,4
1069,3
1070,1
1071,9
1072,6
1073,2
1074,4
1075,4
1076,8
1077,9
1078,7
1079,7
1080,7
1081,7
1082,5
1083,8
1084,7
1085,5
1086,9
1087,6
1088,5
1089,3
1090,4
1091,0
1092,4
1093,9
1094,8
1095,3
1096,6
1097,1
1098,9
1099,3
1100,5
1101,1
1102,8
1103,8
1104,1
1105,5
1106,1
1107,0
1108,4
1109,7
1110,2
1111,6
1112,7
1113,6
1114,4
1115,3
1116,6
1117,1
1118,2
1119,6
1120,1
1121,9
1122,8
1123,0
1124,0
1125,1
1126,5
1127,2
1128,6
1129,8
1130,7
1131,8
1132,6
1133,9
1134,8
1135,1
1136,2
1137,9
1138,4
1139,7
1140,5
1141,1
1142,4
1143,3
1144,8
1145,0
1146,1
1147,7
1148,2
1149,8
1150,9
1151,5
1152,8
1153,8
1154,1
1155,3
1156,5
1157,9
1158,1
1159,9
1160,2
1161,3
1162,9
1163,6
1164,1
1165,8
1166,4
1167,4
1168,6
1169,1
1170,2
1171,7
1172,5
1173,9
1174,3
1175,5
1176,3
1177,2
1178,2
1179,1
1180,7
1181,0
1182,8
1183,6
1184,0
1185,0
1186,9
1187,4
1188,4
1189,0
1190,8
1191,3
1192,8
1193,6
1194,0
1195,2
1196,3
1197,0
1198,2
1199,4
1200,3
1201,0
1202,4
1203,9
1204,8
1205,4
1206,3
1207,8
1208,3
1209,6
1210,8
1211,7
1212,1
1213,0
1214,0
1215,5
1216,6
1217,2
1218,5
1219,4
1220,2
1221,5
1222,4
1223,7
1224,0
1225,1
1226,7
1227,8
1228,0
1229,3
1230,4
1231,4
1232,6
1233,5
1234,9
1235,2
1236,1
1237,8
1238,1
1239,3
1240,7
1241,9
1242,4
1243,4
1244,1
1245,4
1246,7
1247,4
1248,1
1249,1
1250,2
1251,2
1252,9
1253,9
1254,3
1255,1
1256,5
1257,3
1258,5
1259,2
1260,9
1261,7
1262,5
1263,5
1264,5
1265,1
1266,2
1267,1
1268,7
1269,7
1270,8
1271,3
1272,3
1273,1
1274,1
1275,1
1276,8
1277,3
1278,9
1279,1
1280,3
1281,7
1282,4
1283,9
1284,1
1285,1
1286,4
1287,3
1288,2
1289,5
1290,6
1291,7
1292,9
1293,8
1294,6
1295,9
1296,7
1297,6
1298,8
1299,6
1300,5
1301,8
1302,2
1303,1
1304,7
1305,1
1306,3
1307,6
1308,9
1309,8
1310,8
1311,7
1312,3
1313,5
1314,6
1315,3
1316,9
1317,8
1318,6
1319,9
1320,6
1321,5
1322,1
1323,5
1324,2
1325,7
1326,8
1327,2
1328,0
1329,1
1330,1
1331,0
1332,0
1333,7
1334,7
1335,9
1336,3
1337,3
1338,6
1339,6
1340,3
1341,3
1342,3
1343,0
1344,8
1345,6
1346,9
1347,7
1348,2
1349,1
1350,6
1351,9
1352,1
1353,7
1354,8
1355,9
1356,7
1357,7
1358,9
1359,3
1360,3
1361,1
1362,4
1363,5
1364,6
1365,8
1366,0
1367,7
1368,7
1369,6
1370,8
1371,7
1372,6
1373,2
1374,4
1375,0
1376,2
1377,4
1378,1
1379,3
1380,9
1381,4
1382,6
1383,3
1384,5
1385,1
1386,6
1387,4
1388,4
1389,4
1390,6
1391,7
1392,7
1393,0
1394,4
1395,4
1396,7
1397,9
1398,8
1399,5
1400,8
1401,6
1402,1
1403,9
1404,5
1405,6
1406,5
1407,5
1408,9
1409,3
1410,8
1411,6
1412,1
1413,1
1414,4
1415,6
1416,1
1417,1
1418,5
1419,1
1420,4
1421,9
1422,6
1423,1
1424,0
1425,5
1426,3
1427,5
1428,6
1429,4
1430,7
1431,9
1432,7
1433,0
1434,1
1435,5
1436,0
1437,9
1438,0
1439,0
1440,2
1441,3
1442,4
1443,1
1444,1
1445,2
1446,8
1447,2
1448,1
1449,8
1450,6
1451,1
1452,7
1453,9
1454,9
1455,8
1456,2
1457,3
1458,0
1459,1
1460,4
1461,4
1462,2
1463,6
1464,6
1465,7
1466,9
1467,3
1468,1
1469,9
1470,1
1471,5
1472,6
1473,1
1474,1
1475,1
1476,9
1477,5
1478,9
1479,8
1480,5
1481,8
1482,6
1483,8
1484,7
1485,1
1486,2
1487,5
1488,5
1489,6
1490,4
1491,0
1492,6
1493,4
1494,0
1495,4
1496,6
1497,7
1498,6
1499,9
1500,4
1501,6
1502,2
1503,6
1504,4
1505,7
1506,3
1507,5
1508,0
1509,8
1510,0
1511,9
1512,1
1513,2
1514,4
1515,1
1516,0
1517,1
1518,7
1519,7
1520,2
1521,7
1522,8
1523,6
1524,6
1525,7
1526,0
1527,8
1528,3
1529,1
1530,1
1531,5
1532,1
1533,3
1534,8
1535,2
1536,5
1537,2
1538,3
1539,6
1540,5
1541,5
1542,3
1543,6
1544,8
1545,1
1546,8
1547,6
1548,7
1549,7
1550,7
1551,5
1552,6
1553,3
1554,1
1555,5
1556,2
1557,7
1558,7
1559,3
1560,2
1561,4
1562,9
1563,3
1564,7
1565,6
1566,7
1567,4
1568,6
1569,4
1570,7
1571,6
1572,8
1573,5
1574,1
1575,2
1576,7
1577,4
1578,1
1579,0
1580,3
1581,0
1582,6
1583,6
1584,4
1585,6
1586,4
1587,8
